candidate_id,energy_proxy_eu_h,energy_avt_T6,energy_avt_F12,energy_hdt_W4,energy_hdt_T12,energy_hdt_F25
292,101.3400307423652,0.0,-5.9857282387062005,0.0,0.11884542558834149,7.206913555483052
293,105.12537323455336,0.0,-5.9857282387062005,0.0,0.11884542558834149,10.992256047671212
294,84.11333000030235,0.0,-5.9857282387062005,0.0,0.0,-9.900941760991444
295,87.29238677766841,0.0,-5.9857282387062005,0.0,0.0,-6.721884983625387
296,90.59270069799891,0.0,-5.9857282387062005,0.0,0.0,-3.4215710632948984
297,94.0142717612938,0.0,-5.9857282387062005,0.0,0.0,0.0
298,97.55709996755313,0.0,-5.9857282387062005,0.0,0.0,3.5428282062593297
299,101.22118531677685,0.0,-5.9857282387062005,0.0,0.0,7.206913555483052
300,105.00652780896502,0.0,-5.9857282387062005,0.0,0.0,10.992256047671212
301,84.11333000030235,0.0,-5.9857282387062005,0.0,0.0,-9.900941760991444
302,87.29238677766841,0.0,-5.9857282387062005,0.0,0.0,-6.721884983625387
303,90.59270069799891,0.0,-5.9857282387062005,0.0,0.0,-3.4215710632948984
304,94.0142717612938,0.0,-5.9857282387062005,0.0,0.0,0.0
305,97.55709996755313,0.0,-5.9857282387062005,0.0,0.0,3.5428282062593297
306,101.22118531677685,0.0,-5.9857282387062005,0.0,0.0,7.206913555483052
307,105.00652780896502,0.0,-5.9857282387062005,0.0,0.0,10.992256047671212
308,84.11333000030235,0.0,-5.9857282387062005,0.0,0.0,-9.900941760991444
309,87.29238677766841,0.0,-5.9857282387062005,0.0,0.0,-6.721884983625387
310,90.59270069799891,0.0,-5.9857282387062005,0.0,0.0,-3.4215710632948984
311,94.0142717612938,0.0,-5.9857282387062005,0.0,0.0,0.0
312,97.55709996755313,0.0,-5.9857282387062005,0.0,0.0,3.5428282062593297
313,101.22118531677685,0.0,-5.9857282387062005,0.0,0.0,7.206913555483052
314,105.00652780896502,0.0,-5.9857282387062005,0.0,0.0,10.992256047671212
315,84.11333000030235,0.0,-5.9857282387062005,0.0,0.0,-9.900941760991444
316,87.29238677766841,0.0,-5.9857282387062005,0.0,0.0,-6.721884983625387
317,90.59270069799891,0.0,-5.9857282387062005,0.0,0.0,-3.4215710632948984
318,94.0142717612938,0.0,-5.9857282387062005,0.0,0.0,0.0
319,97.55709996755313,0.0,-5.9857282387062005,0.0,0.0,3.5428282062593297
320,101.22118531677685,0.0,-5.9857282387062005,0.0,0.0,7.206913555483052
321,105.00652780896502,0.0,-5.9857282387062005,0.0,0.0,10.992256047671212
